location,total_sqft,bath,balcony,bhk,price,predicted_price_rf,price_per_sqft
other,2072.0,4.0,2.0,3.0,152.0,152.23600056887554,7335.907335907336
other,1240.0,2.0,1.0,2.0,58.58,61.109376984126975,4724.193548387097
other,1565.0,3.0,2.0,3.0,98.91,84.09833333333331,6320.127795527156
other,1820.0,3.0,2.0,3.0,89.0,94.02363097931482,4890.10989010989
other,2500.0,3.0,1.0,3.0,88.0,215.1686428571429,3520.0
other,3657.0,5.0,0.0,5.0,310.0,308.38666666666666,8476.89362865737
other,1245.0,2.0,1.0,2.0,62.0,84.07685808080807,4979.919678714859
other,1315.0,3.0,1.0,3.0,65.0,70.95,4942.9657794676805
other,1410.0,2.0,2.0,3.0,73.0,58.576888697315745,5177.304964539007
other,1375.0,2.0,1.0,2.0,60.0,82.35333333333332,4363.636363636364
other,1299.0,2.0,2.0,2.0,95.0,87.59194903397255,7313.317936874519
other,993.0,2.0,3.0,2.0,45.5,41.182102142857154,4582.074521651561
other,1200.0,3.0,0.0,2.0,45.0,71.01968809523808,3750.0
other,985.0,2.0,1.0,2.0,156.0,54.96893466417442,15837.56345177665
other,2400.0,5.0,3.0,4.0,180.0,342.98666666666674,7500.0
Hebbal,1255.0,2.0,1.0,3.0,95.0,88.01909252525257,7569.721115537848
other,1655.0,3.0,2.0,3.0,131.0,117.23351523809528,7915.407854984895
Whitefield,2830.0,5.0,3.0,4.0,190.0,190.61114285714285,6713.780918727915
other,6000.0,1.0,1.0,1.0,276.0,325.08,4600.0
Electronic City,550.0,1.0,1.0,2.0,15.0,15.577134920634922,2727.2727272727275
other,825.0,2.0,1.0,1.0,40.0,40.03647619047619,4848.484848484848
other,1634.0,3.0,1.0,3.0,111.0,91.81866666666664,6793.145654834761
other,1200.0,6.0,3.0,8.0,105.0,187.23988095238096,8750.0
other,1222.0,2.0,2.0,2.0,80.0,74.13729365079367,6546.6448445171845
other,1500.0,3.0,2.0,3.0,63.0,81.3956276318842,4200.0
other,1890.0,4.0,2.0,3.0,100.0,110.35838095238095,5291.005291005291
other,3750.0,6.0,2.0,4.0,375.0,393.955,10000.0
other,850.0,1.0,1.0,2.0,39.5,30.838503174603165,4647.058823529412
Whitefield,1295.0,2.0,3.0,2.0,78.5,77.75223333333332,6061.776061776061
Sarjapur  Road,1320.0,2.0,1.0,2.0,100.0,101.89309333333337,7575.757575757576
other,950.0,3.0,3.0,4.0,179.0,153.1525,18842.105263157893
Hebbal,1200.0,4.0,2.0,4.0,225.0,169.39143444856248,18750.0
other,3000.0,3.0,3.0,4.0,170.0,269.1906666666667,5666.666666666667
other,1197.0,2.0,1.0,2.0,82.0,70.66429951270952,6850.459482038429
other,1320.0,2.0,3.0,3.0,60.0,59.236813492063504,4545.454545454545
other,1180.0,5.0,2.0,5.0,98.5,108.15047619047623,8347.457627118643
Whitefield,840.0,1.0,1.0,1.0,57.6,64.8705142857143,6857.142857142857
Whitefield,640.0,1.0,0.0,1.0,19.83,31.561379999999975,3098.4374999999995
Raja Rajeshwari Nagar,1693.0,3.0,1.0,3.0,71.38,82.68170000000005,4216.184288245718
other,1000.0,2.0,1.0,2.0,62.0,47.18313045524569,6200.0
other,1305.0,2.0,1.0,2.0,70.0,72.27859047619047,5363.984674329502
other,450.0,1.0,1.0,1.0,18.0,16.460897366522367,4000.0
other,705.0,1.0,1.0,1.0,57.0,57.37389862914863,8085.106382978724
other,750.0,6.0,2.0,4.0,75.0,84.16657142857144,10000.0
other,4800.0,5.0,2.0,5.0,150.0,276.95,3125.0
other,5000.0,5.0,0.0,4.0,600.0,301.6033333333333,12000.0
other,5000.0,4.0,3.0,4.0,425.0,346.01142857142855,8500.0
Whitefield,1991.0,3.0,2.0,3.0,104.0,101.84333333333333,5223.505775991964
other,1779.0,3.0,2.0,3.0,90.0,100.13863976190481,5059.02192242833
Whitefield,10200.0,4.0,1.0,4.0,1250.0,645.75,12254.901960784313
other,870.0,2.0,2.0,2.0,38.0,38.745666666666665,4367.816091954023
Thanisandra,1595.0,3.0,2.0,3.0,120.0,104.22666666666667,7523.510971786834
Kanakpura Road,525.0,1.0,1.0,1.0,26.0,27.865932864101424,4952.380952380952
other,945.0,5.0,2.0,4.0,120.0,120.738,12698.412698412698
other,2400.0,4.0,2.0,6.0,420.0,324.70833333333326,17500.0
other,2000.0,4.0,2.0,3.0,138.0,138.1109230769231,6900.0
Yelahanka,1614.0,3.0,2.0,3.0,93.0,95.32244999999999,5762.081784386617
other,1200.0,2.0,3.0,2.0,40.0,65.53116314489631,3333.3333333333335
Electronic City Phase II,1150.0,3.0,3.0,3.0,46.0,62.10462896825396,4000.0
other,3200.0,4.0,0.0,4.0,440.0,266.22333333333336,13750.0
other,1610.0,3.0,2.0,3.0,80.48,85.7725492857143,4998.757763975155
Whitefield,1190.0,2.0,2.0,2.0,41.0,57.24835555555557,3445.378151260504
other,1050.0,2.0,2.0,2.0,50.0,53.63067564648229,4761.9047619047615
other,4800.0,5.0,2.0,4.0,420.0,430.73,8750.0
7th Phase JP Nagar,1460.0,2.0,1.0,3.0,97.0,93.051,6643.835616438356
other,3400.0,3.0,3.0,3.0,400.0,361.3,11764.70588235294
other,600.0,1.0,0.0,1.0,33.0,46.10695662638446,5500.0
other,1569.0,3.0,0.0,3.0,70.0,78.25536666666665,4461.440407903123
other,2600.0,3.0,2.0,3.0,147.0,153.69241666666667,5653.846153846154
other,645.0,1.0,0.0,1.0,42.5,35.942698021978025,6589.147286821705
other,1200.0,3.0,1.0,4.0,180.0,147.18392643467644,15000.0
other,800.0,3.0,0.0,3.0,95.0,92.975,11875.0
other,800.0,2.0,1.0,2.0,80.0,56.62067071817072,10000.0
Marathahalli,1350.0,2.0,1.0,2.0,90.0,91.1206031746032,6666.666666666667
other,2780.0,4.0,1.0,3.0,325.0,396.21,11690.647482014389
other,1410.0,2.0,2.0,3.0,45.12,58.576888697315745,3200.0
Whitefield,1109.0,2.0,1.0,2.0,35.47,39.91136797619044,3198.376916140667
other,800.0,1.0,0.0,1.0,72.0,56.29993083333332,9000.0
Bannerghatta Road,1215.0,2.0,1.0,2.0,68.0,66.06030476190476,5596.707818930041
other,1230.0,6.0,0.0,8.0,250.0,170.37166666666664,20325.20325203252
other,2273.0,4.0,2.0,3.0,192.0,187.08083333333335,8446.986361636604
other,1255.0,2.0,2.0,2.0,52.76,59.16199837524104,4203.98406374502
other,1020.0,2.0,1.0,2.0,49.0,48.394371557788894,4803.921568627451
other,1225.0,2.0,2.0,3.0,82.0,72.54429999999998,6693.877551020408
other,1120.0,2.0,1.0,2.0,60.0,63.40093682539685,5357.142857142857
other,1225.0,2.0,1.0,3.0,69.0,63.62547142857145,5632.65306122449
Whitefield,5200.0,5.0,3.0,4.0,242.0,396.22,4653.846153846154
other,4000.0,4.0,1.0,4.0,700.0,582.1322222222221,17500.0
Sarjapur  Road,1984.0,4.0,1.0,3.0,145.0,144.6027142857143,7308.467741935484
other,2425.0,3.0,1.0,3.0,197.0,173.76766666666666,8123.711340206186
other,1200.0,3.0,1.0,3.0,56.12,103.0588305964313,4676.666666666667
other,1127.0,2.0,1.0,2.0,45.0,56.03999285714288,3992.9015084294588
Whitefield,1655.0,3.0,2.0,3.0,97.0,94.18080000000002,5861.027190332326
other,500.0,1.0,1.0,1.0,14.0,20.167560290586614,2800.0
other,1200.0,3.0,1.0,3.0,68.38,103.0588305964313,5698.333333333333
other,1000.0,2.0,2.0,2.0,43.0,45.03574508455436,4300.0
other,1225.0,2.0,2.0,2.0,47.88,58.188157754492906,3908.5714285714284
other,1350.0,2.0,2.0,2.0,45.0,68.16927594627596,3333.3333333333335
other,600.0,5.0,3.0,4.0,95.0,77.80595238095239,15833.333333333334
other,1175.0,2.0,3.0,2.0,49.0,65.61642373774919,4170.212765957447
other,655.0,1.0,2.0,1.0,27.0,35.95611666666667,4122.137404580153
other,1311.0,2.0,1.0,3.0,84.86,76.70045690476184,6472.921434019832
other,600.0,4.0,0.0,3.0,90.0,94.07683333333333,15000.0
other,1000.0,2.0,1.0,2.0,38.5,47.18313045524569,3850.0
other,1196.0,2.0,1.0,2.0,96.0,70.22508461538463,8026.755852842809
Kanakpura Road,1050.0,2.0,1.0,3.0,59.0,55.07001222222223,5619.047619047619
other,1275.0,2.0,2.0,3.0,52.0,46.671694484127,4078.4313725490197
other,927.0,2.0,1.0,2.0,50.0,46.91272567460317,5393.743257820927
other,1520.0,2.0,3.0,3.0,61.0,64.74033333333333,4013.157894736842
other,2400.0,5.0,2.0,4.0,395.0,287.24947222222227,16458.333333333332
Hebbal,1333.0,2.0,1.0,2.0,104.0,99.41806666666668,7801.950487621905
other,600.0,1.0,0.0,1.0,18.0,46.10695662638446,3000.0
other,1326.0,2.0,1.0,3.0,34.8,39.119000000000035,2624.434389140271
other,1370.0,2.0,2.0,2.0,125.0,88.19276984126985,9124.087591240876
other,1100.0,2.0,2.0,2.0,85.0,52.632757641613324,7727.272727272727
Haralur Road,1650.0,3.0,3.0,3.0,100.0,110.08379761904762,6060.606060606061
other,1917.0,3.0,2.0,3.0,132.0,122.00692307692307,6885.758998435055
other,780.0,3.0,0.0,3.0,75.0,79.1,9615.384615384615
other,950.0,2.0,1.0,2.0,58.11,41.52252424523735,6116.8421052631575
other,1175.0,2.0,1.0,2.0,48.72,51.49707879410621,4146.382978723404
other,1089.0,2.0,1.0,2.0,43.55,52.23142777777778,3999.0817263544536
other,1804.0,3.0,2.0,3.0,175.0,147.6120833333334,9700.665188470066
other,1257.0,2.0,1.0,2.0,68.5,81.55002107142856,5449.482895783612
other,650.0,1.0,2.0,1.0,19.87,33.29278246753246,3056.923076923077
Whitefield,1850.0,3.0,2.0,3.0,150.0,142.34350000000003,8108.108108108108
other,2800.0,4.0,1.0,4.0,200.0,247.735,7142.857142857143
other,945.0,2.0,0.0,2.0,40.0,41.938233333333336,4232.804232804233
other,1161.0,2.0,1.0,2.0,63.85,56.43344316933066,5499.569336778639
other,1630.0,3.0,2.0,3.0,51.35,116.13507539682536,3150.306748466258
other,1310.0,2.0,2.0,3.0,60.0,50.70586428571428,4580.152671755725
other,750.0,2.0,1.0,2.0,28.0,33.35979619796872,3733.3333333333335
Whitefield,1200.0,3.0,1.0,3.0,67.77,60.906237745310264,5647.5
other,1000.0,2.0,1.0,2.0,45.0,47.18313045524569,4500.0
other,4000.0,4.0,2.0,4.0,225.0,410.9396031746032,5625.0
other,1315.0,2.0,2.0,2.0,70.0,100.26001587301587,5323.19391634981
other,1370.0,2.0,2.0,3.0,90.0,69.05136428571426,6569.343065693431
other,1200.0,4.0,3.0,5.0,150.0,209.99929653679655,12500.0
other,1465.0,3.0,3.0,2.0,90.0,86.93862727272727,6143.344709897611
Electronic City,1128.0,2.0,1.0,2.0,64.0,65.28074213213439,5673.758865248227
other,1250.0,2.0,2.0,3.0,70.0,54.84851288988788,5600.0
Hebbal,1645.0,3.0,2.0,3.0,117.0,119.65733669108666,7112.462006079028
other,1284.0,2.0,2.0,3.0,75.0,67.80343333333334,5841.121495327103
Hebbal,2600.0,3.0,2.0,3.0,199.0,195.93116666666666,7653.846153846154
other,1820.0,3.0,2.0,3.0,150.0,94.02363097931482,8241.758241758242
Haralur Road,1580.0,3.0,1.0,3.0,73.0,79.03654523809516,4620.2531645569625
other,2650.0,3.0,2.0,3.0,125.0,164.01916666666668,4716.981132075472
Bannerghatta Road,1215.0,2.0,1.0,2.0,68.0,66.06030476190476,5596.707818930041
Uttarahalli,1075.0,2.0,1.0,2.0,40.0,46.34318333333343,3720.9302325581393
other,1400.0,2.0,3.0,3.0,78.0,60.9768994932845,5571.428571428572
other,1400.0,2.0,1.0,3.0,55.0,85.7033973593074,3928.5714285714284
other,845.0,2.0,1.0,2.0,30.0,35.635520091020105,3550.2958579881656
other,2600.0,4.0,3.0,4.0,40.0,218.42880952380955,1538.4615384615386
other,3854.5,6.0,0.0,4.0,385.5,264.23083333333335,10001.297185108315
other,800.0,2.0,1.0,2.0,85.0,56.62067071817072,10625.0
other,1199.0,2.0,1.0,2.0,85.0,85.0,7089.241034195163
other,1175.0,2.0,2.0,2.0,43.48,61.10737366572928,3700.425531914894
other,2400.0,3.0,0.0,3.0,270.0,311.78520454545463,11250.0
other,1767.0,3.0,2.0,3.0,109.0,97.53516666666664,6168.647425014148
Sarjapur  Road,1800.0,3.0,1.0,4.0,90.0,156.7947142857143,5000.0
other,1856.0,3.0,2.0,3.0,135.0,125.13833333333332,7273.706896551724
other,1200.0,3.0,0.0,3.0,140.0,119.967646105013,11666.666666666666
other,1613.0,3.0,0.0,3.0,150.0,90.08019749999998,9299.442033477992
other,6830.0,5.0,0.0,4.0,795.0,754.94,11639.824304538799
Whitefield,1290.0,2.0,0.0,2.0,90.0,86.31697248538012,6976.7441860465115
other,1375.0,2.0,1.0,2.0,78.0,82.35333333333332,5672.727272727273
other,985.0,2.0,2.0,2.0,57.0,54.2766,5786.802030456853
other,1200.0,4.0,1.0,4.0,200.0,139.58382221004393,16666.666666666668
other,1099.0,2.0,1.0,2.0,37.5,45.45683103324348,3412.1929026387625
Electronic City,605.0,1.0,0.0,1.0,13.31,21.262726190476165,2200.0
other,6000.0,12.0,0.0,11.0,150.0,297.49,2500.0
other,3600.0,7.0,3.0,7.0,160.0,182.3,4444.444444444444
Marathahalli,1200.0,2.0,1.0,2.0,53.0,59.69563208333333,4416.666666666667
other,1000.0,2.0,1.0,2.0,45.0,47.18313045524569,4500.0
Electronic City,1159.0,2.0,3.0,3.0,38.0,40.332366666666665,3278.688524590164
Sarjapur  Road,3692.0,5.0,0.0,5.0,340.0,323.8883333333333,9209.100758396533
other,600.0,2.0,1.0,2.0,80.0,61.49359072871574,13333.333333333334
other,1540.0,2.0,2.0,3.0,78.0,72.08471666666667,5064.935064935065
other,1503.0,2.0,2.0,3.0,93.0,77.4758844047619,6187.624750499002
other,1850.0,4.0,2.0,3.0,120.0,126.2904642857143,6486.486486486487
Uttarahalli,1580.0,3.0,1.0,3.0,60.0,66.30346666666662,3797.46835443038
other,1190.0,2.0,2.0,2.0,39.25,52.64510955992881,3298.3193277310925
other,1200.0,2.0,1.0,2.0,61.0,66.6977315562278,5083.333333333333
other,850.0,1.0,1.0,2.0,19.9,30.838503174603165,2341.176470588235
other,2180.0,3.0,2.0,3.0,285.0,278.55,13073.394495412844
other,2500.0,2.0,1.0,3.0,60.0,116.78669047619047,2400.0
other,1200.0,3.0,1.0,3.0,56.12,103.0588305964313,4676.666666666667
other,1500.0,2.0,2.0,3.0,52.0,78.64744372133583,3466.6666666666665
other,1200.0,3.0,2.0,5.0,180.0,141.84433333333334,15000.0
Thanisandra,1880.0,3.0,3.0,3.0,120.0,109.0820638095238,6382.978723404255
other,1150.0,2.0,2.0,2.0,45.0,63.735623407525324,3913.0434782608695
other,4408.0,4.0,2.0,4.0,344.0,399.02,7803.992740471869
other,924.0,2.0,2.0,2.0,35.11,57.73372563492062,3799.78354978355
Sarjapur  Road,7800.0,6.0,0.0,5.0,385.0,554.7,4935.897435897436
other,600.0,6.0,3.0,6.0,100.0,98.575,16666.666666666668
other,750.0,4.0,1.0,4.0,95.0,101.1075,12666.666666666666
other,1962.0,3.0,2.0,3.0,175.0,170.96333333333337,8919.469928644241
other,1200.0,4.0,3.0,5.0,240.0,209.99929653679655,20000.0
other,1765.0,3.0,2.0,3.0,77.27,92.26141515151531,4377.903682719547
other,1174.0,2.0,1.0,2.0,29.35,67.628470252664,2500.0
Bannerghatta Road,1894.0,3.0,1.0,3.0,115.0,112.52636904761907,6071.805702217529
other,960.0,2.0,2.0,4.0,138.0,122.76510000000002,14375.0
other,1760.0,3.0,2.0,3.0,142.0,127.66327705627704,8068.181818181818
other,1768.0,3.0,3.0,3.0,95.0,87.70746666666675,5373.303167420814
other,1790.0,3.0,0.0,3.0,97.0,112.1303404761905,5418.994413407821
other,3500.0,5.0,1.0,4.0,800.0,665.51,22857.14285714286
Whitefield,1200.0,2.0,1.0,2.0,45.0,45.4790422186147,3750.0
other,2540.0,4.0,0.0,4.0,160.0,164.11,6299.212598425197
other,1137.0,2.0,1.0,2.0,53.4,50.62423777777775,4696.5699208443275
other,1200.0,6.0,0.0,7.0,115.0,118.71666666666668,9583.333333333334
other,1568.0,2.0,2.0,3.0,100.0,104.69225833333336,6377.551020408163
other,4920.0,4.0,0.0,4.0,393.5,527.84,7997.967479674797
other,1308.0,2.0,1.0,2.0,60.0,82.9297738095238,4587.155963302752
other,3060.0,4.0,2.0,4.0,350.0,303.98555555555555,11437.908496732027
other,1200.0,2.0,1.0,3.0,41.0,73.97093175602174,3416.6666666666665
other,800.0,1.0,2.0,1.0,32.0,54.115316666666665,4000.0
Electronic City,530.0,1.0,1.0,1.0,13.5,15.598522460317461,2547.169811320755
other,873.0,2.0,1.0,3.0,40.0,42.22266666666666,4581.901489117984
other,3000.0,6.0,3.0,7.0,145.0,166.94333333333333,4833.333333333333
other,1200.0,4.0,1.0,4.0,235.0,139.58382221004393,19583.333333333332
other,958.0,2.0,1.0,2.0,33.53,37.22292190476194,3500.0
other,2072.0,4.0,2.0,3.0,160.0,152.23600056887554,7722.007722007722
other,2273.0,3.0,3.0,3.0,159.0,182.535,6995.160580730312
other,600.0,3.0,2.0,3.0,90.0,80.33704528804529,15000.0
Thanisandra,760.0,1.0,2.0,1.0,50.0,48.40461666666669,6578.9473684210525
other,1090.0,2.0,2.0,2.0,43.5,39.41431081523052,3990.8256880733943
other,2072.0,4.0,2.0,3.0,155.0,152.23600056887554,7480.694980694981
other,2666.0,3.0,1.0,3.0,230.0,263.335,8627.156789197299
Sarjapur  Road,1550.0,2.0,1.0,3.0,89.0,79.13016666666667,5741.935483870968
other,1251.0,2.0,1.0,2.0,50.0,49.363491197691204,3996.802557953637
Electronic City,1070.0,2.0,1.0,2.0,53.0,53.50342280721458,4953.271028037383
other,1200.0,2.0,2.0,2.0,45.0,57.5871973877602,3750.0
other,1435.0,2.0,2.0,3.0,60.0,84.50496666666668,4181.184668989547
other,1400.0,2.0,3.0,3.0,45.0,60.9768994932845,3214.285714285714
other,2330.0,3.0,2.0,4.0,94.71,107.11199999999988,4064.8068669527897
Thanisandra,1200.0,2.0,3.0,2.0,60.0,76.5189738053613,5000.0
other,1000.0,2.0,2.0,2.0,40.0,45.03574508455436,4000.0
Bannerghatta Road,1655.0,2.0,2.0,3.0,62.89,71.41470000000007,3800.0
Raja Rajeshwari Nagar,3600.0,9.0,3.0,9.0,240.0,232.185,6666.666666666667
other,600.0,1.0,1.0,1.0,35.0,43.4437546724002,5833.333333333333
other,1175.0,2.0,1.0,2.0,50.0,51.49707879410621,4255.31914893617
Uttarahalli,1155.0,2.0,2.0,2.0,40.43,42.11998000000001,3500.4329004329006
other,1200.0,3.0,2.0,3.0,98.0,134.81663742748796,8166.666666666667
other,1149.0,2.0,2.0,2.0,65.0,66.69229365079366,5657.093124456049
other,3200.0,4.0,2.0,4.0,375.0,398.6547619047619,11718.75
other,1010.0,2.0,2.0,2.0,55.0,48.49059523809522,5445.544554455446
other,1718.0,3.0,2.0,3.0,119.0,106.68614841269844,6926.6589057043075
other,650.0,1.0,1.0,2.0,20.0,26.493666666666673,3076.923076923077
other,1330.0,2.0,2.0,2.0,77.0,77.61382142857144,5789.473684210527
other,1200.0,2.0,2.0,2.0,68.0,57.5871973877602,5666.666666666667
Bannerghatta Road,1693.0,3.0,2.0,3.0,89.0,98.09076666666665,5256.940342587123
other,1249.0,2.0,1.0,2.0,165.0,130.00269947972347,13210.56845476381
Thanisandra,1800.0,4.0,1.0,3.0,125.0,122.52890000000001,6944.444444444444
other,900.0,2.0,0.0,2.0,55.0,55.262409906971826,6111.111111111111
other,1020.0,2.0,1.0,2.0,46.0,48.394371557788894,4509.803921568628
other,1700.0,3.0,2.0,3.0,77.0,107.13247730047728,4529.411764705882
other,661.0,1.0,1.0,1.0,40.0,36.28300000000001,6051.437216338881
Bannerghatta Road,1280.0,2.0,2.0,2.0,60.16,60.8268566666666,4700.0
other,1000.0,4.0,2.0,5.0,90.0,143.57333333333335,9000.0
other,1170.0,2.0,1.0,2.0,48.0,50.2494546825397,4102.5641025641025
Thanisandra,933.0,2.0,1.0,1.0,58.0,55.586622222222225,6216.505894962486
Sarjapur  Road,1150.0,2.0,0.0,2.0,44.0,43.088481746031746,3826.086956521739
other,3633.0,6.0,2.0,4.0,550.0,463.4861666666667,15139.003578309937
other,1380.0,3.0,3.0,3.0,130.0,111.33266666666667,9420.289855072464
other,1050.0,2.0,1.0,2.0,64.8,54.18199270903312,6171.428571428572
other,1080.0,2.0,1.0,2.0,37.8,50.00742183927183,3499.9999999999995
other,1303.0,2.0,1.0,2.0,90.0,81.59256666666666,6907.137375287797
Raja Rajeshwari Nagar,1196.0,2.0,2.0,2.0,40.54,42.295731470473974,3389.632107023411
other,2500.0,3.0,2.0,5.0,180.0,185.7365476190476,7200.0
Sarjapur  Road,1200.0,4.0,1.0,5.0,95.0,143.73194191919188,7916.666666666667
other,1250.0,3.0,2.0,3.0,41.0,49.47788833944218,3280.0
other,1419.0,2.0,3.0,3.0,87.0,80.53,6131.0782241014795
other,1200.0,2.0,3.0,2.0,49.0,65.53116314489631,4083.3333333333335
7th Phase JP Nagar,1120.0,2.0,2.0,2.0,65.0,60.38484711233212,5803.571428571428
other,762.5,1.0,0.0,1.0,45.4,37.326833333333305,5954.098360655737
other,1245.0,2.0,1.0,2.0,75.0,84.07685808080807,6024.096385542169
other,3978.0,4.0,3.0,4.0,428.0,397.3941666666667,10759.175465057819
other,1093.0,2.0,1.0,2.0,34.0,39.71537190476189,3110.704483074108
Electronic City,1025.0,1.0,1.0,2.0,26.63,42.15459826839831,2598.048780487805
Hebbal,1345.0,2.0,1.0,2.0,97.0,101.43180484126984,7211.8959107806695
other,1500.0,2.0,1.0,2.0,45.0,61.41275,3000.0
other,1180.0,2.0,1.0,2.0,86.0,75.3513805783106,7288.135593220339
other,1020.0,2.0,1.0,2.0,48.45,48.394371557788894,4750.0
other,1800.0,3.0,3.0,3.0,85.0,124.47298726269429,4722.222222222223
other,3621.0,4.0,1.0,4.0,511.0,500.41202380952376,14112.123722728527
other,2008.0,3.0,2.0,3.0,170.0,184.79916621327737,8466.135458167331
other,1240.0,2.0,2.0,3.0,39.85,49.68644324314573,3213.7096774193546
other,1020.0,2.0,1.0,2.0,55.0,48.394371557788894,5392.156862745098
other,2095.0,3.0,2.0,3.0,142.0,139.35875,6778.042959427207
other,1362.0,3.0,2.0,3.0,62.63,61.45000000000007,4598.384728340676
Yelahanka,694.0,1.0,0.0,1.0,30.84,33.42380000000002,4443.804034582133
other,1404.0,2.0,2.0,2.0,70.0,71.63042683982685,4985.754985754986
Electronic City Phase II,1192.0,2.0,3.0,3.0,47.0,45.038061482683986,3942.953020134228
other,1850.0,12.0,0.0,8.0,300.0,262.32,16216.216216216217
other,1050.0,1.0,0.0,4.0,35.0,54.247200000000014,3333.3333333333335
other,1259.0,2.0,1.0,2.0,67.48,67.85667333333323,5359.809372517871
other,1000.0,2.0,2.0,2.0,34.0,45.03574508455436,3400.0
other,985.0,2.0,1.0,2.0,49.97,54.96893466417442,5073.096446700508
other,850.0,1.0,2.0,1.0,60.0,59.6725,7058.823529411765
Uttarahalli,1650.0,2.0,1.0,3.0,50.0,92.30846666666667,3030.3030303030305
other,2400.0,3.0,1.0,5.0,320.0,302.38138095238094,13333.333333333334
Sarjapur  Road,1900.0,4.0,1.0,3.0,180.0,153.28333333333333,9473.684210526315
other,1367.0,2.0,2.0,2.0,86.0,76.14447619047618,6291.148500365764
other,1210.0,2.0,2.0,3.0,81.0,70.71108974358977,6694.214876033057
other,1190.0,2.0,1.0,2.0,48.6,59.75389804084803,4084.0336134453783
other,1175.0,2.0,2.0,2.0,42.0,61.10737366572928,3574.468085106383
other,2800.0,4.0,0.0,4.0,400.0,275.69369047619045,14285.714285714286
Whitefield,1140.0,2.0,2.0,2.0,40.0,41.32607936507938,3508.7719298245615
other,1095.0,2.0,2.0,2.0,33.6,45.7225661904762,3068.4931506849316
other,782.0,1.0,0.0,1.0,19.55,30.707350000000005,2500.0
other,1435.0,2.0,2.0,3.0,80.0,84.50496666666668,5574.912891986062
other,725.0,2.0,2.0,2.0,36.0,35.30323333333333,4965.517241379311
other,1600.0,2.0,2.0,3.0,88.0,91.46128968253969,5500.0
other,1200.0,5.0,0.0,5.0,160.0,187.03911840610354,13333.333333333334
other,3205.0,4.0,2.0,4.0,300.0,330.5494047619048,9360.374414976599
other,720.0,3.0,1.0,4.0,95.0,82.3375,13194.444444444445
other,1674.0,3.0,0.0,3.0,90.0,87.14650000000002,5376.344086021505
other,860.0,4.0,2.0,4.0,125.0,130.73,14534.883720930233
Haralur Road,1243.0,2.0,2.0,2.0,46.0,46.0,3700.7240547063557
Kanakpura Road,1703.0,3.0,2.0,3.0,130.0,114.36741904761907,7633.587786259542
other,1350.0,3.0,1.0,3.0,71.55,86.33706061549563,5300.0
other,1145.0,2.0,1.0,2.0,41.21,50.94141829004331,3599.126637554585
Whitefield,1216.0,2.0,1.0,2.0,75.0,74.1151710718749,6167.763157894737
7th Phase JP Nagar,1100.0,3.0,1.0,2.0,60.0,59.53149444444444,5454.545454545455
Sarjapur  Road,2425.0,5.0,1.0,4.0,201.0,195.21335714285712,8288.659793814433
other,2700.0,4.0,2.0,4.0,175.0,227.67029761904763,6481.481481481482
Raja Rajeshwari Nagar,1196.0,2.0,2.0,2.0,40.54,42.295731470473974,3389.632107023411
Kanakpura Road,1600.0,3.0,3.0,3.0,90.0,92.77652149859944,5625.0
other,1510.0,3.0,3.0,3.0,47.57,54.639786666666645,3150.3311258278145
other,3033.0,4.0,1.0,4.0,326.0,294.2626666666667,10748.433893834488
other,780.0,2.0,1.0,2.0,72.0,45.363971428571446,9230.76923076923
Haralur Road,1194.0,2.0,2.0,2.0,47.0,46.57863746015468,3936.348408710218
other,1250.0,2.0,2.0,2.0,110.0,67.45914489512882,8800.0
Sarjapur  Road,1480.0,4.0,1.0,5.0,169.0,149.48166666666668,11418.918918918918
other,1250.0,4.0,1.0,4.0,100.0,150.64141214769745,8000.0
other,1350.0,4.0,2.0,4.0,160.0,156.35348214285713,11851.851851851852
other,620.0,2.0,0.0,1.0,48.0,45.11980000000004,7741.935483870968
Raja Rajeshwari Nagar,1630.0,3.0,2.0,3.0,60.65,69.91589999999991,3720.8588957055213
Hennur Road,1020.0,2.0,0.0,2.0,45.0,41.531559999999985,4411.764705882353
other,1410.0,2.0,2.0,3.0,53.58,58.576888697315745,3800.0
other,1181.7,2.0,1.0,2.0,100.0,87.71780000000001,8462.384700008462
other,1200.0,8.0,3.0,9.0,270.0,159.46916666666667,22500.0
Sarjapur  Road,1691.0,3.0,2.0,3.0,113.0,108.28054205211454,6682.436428149024
other,1200.0,4.0,0.0,4.0,83.0,134.51330419666337,6916.666666666667
other,1200.0,2.0,3.0,2.0,60.0,65.53116314489631,5000.0
other,1050.0,2.0,2.0,2.0,50.0,53.63067564648229,4761.9047619047615
other,1300.0,3.0,2.0,3.0,77.99,74.7174590150128,5999.230769230769
Whitefield,1356.0,2.0,1.0,2.0,94.84,92.89559047619053,6994.100294985251
Whitefield,1338.0,2.0,1.0,2.0,103.0,94.4824,7698.056801195815
other,500.0,1.0,1.0,1.0,20.0,20.167560290586614,4000.0
other,1280.0,2.0,1.0,3.0,100.0,79.39353333333337,7812.5
Raja Rajeshwari Nagar,1531.0,3.0,3.0,3.0,51.77,56.316058571428556,3381.4500326583934
other,11000.0,4.0,1.0,4.0,1600.0,1457.9,14545.454545454546
other,620.0,1.0,1.0,2.0,23.5,24.522,3790.3225806451615
other,1605.0,2.0,2.0,3.0,65.0,82.4005238095238,4049.8442367601247
